level,playing_user,funnel_rate,funnel_rate_sanity,avg_attempts,1st_attempts_win,level_pass_rate,level_continue_rate,level_fail_rate,win_dropped_users_cohort,lose_dropped_users_cohort,win_dropped_users_realtime,lose_dropped_users_realtime,avg_booster_usage,avg_progress,ad_revenue,ad_rw_revenue,ad_is_revenue,iap_revenue,arpu,ad_arpu,rw_imp,is_imp,cum_avg_rw_imp,cum_avg_is_imp,paying_user,rw_star_imp,rw_coin_imp,rw_heart_imp,rw_hint_booster_imp,rw_eraser_booster_imp,rw_wand_booster_imp,rw_grid_booster_imp,total_duration,median_duration,win_duration_p50,win_duration_p75,win_duration_p90,win_duration_avg,lose_duration_p50,lose_duration_p75,lose_duration_p90,lose_duration_avg,replay_rate,us_playing_user,de_playing_user,jp_playing_user,ru_playing_user,br_playing_user,tr_playing_user,es_playing_user,fr_playing_user,mx_playing_user,us_rw_imp,de_rw_imp,jp_rw_imp,ru_rw_imp,br_rw_imp,tr_rw_imp,es_rw_imp,fr_rw_imp,mx_rw_imp,us_is_imp,de_is_imp,jp_is_imp,ru_is_imp,br_is_imp,tr_is_imp,es_is_imp,fr_is_imp,mx_is_imp,t1_rw_user,t2_rw_user,t1_is_user,t2_is_user,resource_source_hint,resource_source_wand,resource_source_grid,resource_source_eraser,resource_sink_hint,resource_sink_wand,resource_sink_grid,resource_sink_eraser,avg_res_src_hint,avg_res_src_wand,avg_res_src_grid,avg_res_src_eraser,avg_res_sink_hint,avg_res_sink_wand,avg_res_sink_grid,avg_res_sink_eraser
1,2463,0.9707,0.9636,1.01,0.9817,0.9874,0.9951,0.014,8,5,8,6,0.0012,2.83,0.0164,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,17318,4,4,5,9,7.11,0,0,0,0.63,0.0085,199,185,56,215,212,90,51,87,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0004,0.0
2,2425,0.9558,0.9487,1.01,0.9819,0.988,0.9942,0.0094,6,5,6,5,0.0,2.87,0.0335,0.011,0,0,0,0,1,0,0.0004,0.0,0,0,0,0,0,0,0,0,9169,2,2,4,6,3.82,0,0,4,0.91,0.0074,198,184,54,214,209,88,51,86,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2391,0.9425,0.9354,1.01,0.9912,0.9962,0.9983,0.0054,3,1,3,1,0.0,19.23,2.2245,0,0,0,0.0009,0.0009,0,0,0.0004,0.0,0,0,0,0,0,0,0,0,10546,3,3,4,7,4.35,0,0,29,13.85,0.0054,195,185,54,213,207,84,50,86,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2379,0.9382,0.9308,1.03,0.9588,0.979,0.9948,0.0278,7,6,7,7,1.0054,6.76,2.3635,0.2706,0,0,0.001,0.001,10,0,0.0043,0.0,0,2,0,0,7,0,0,0,48542,18,18,22,28,20.58,0,17,26,7.99,0.024,194,185,54,213,207,83,50,86,69,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2362,0,0,0,2389,0,0,0,0.9929,0.0,0.0,0.0,1.0042,0.0,0.0,0.0
5,2323,0.9171,0.9088,1.1,0.9311,0.9716,0.9508,0.0912,52,27,52,30,0.0449,20.67,22.2805,19.5224,0,0,0.0096,0.0096,262,0,0.1068,0.0,0,25,226,0,6,0,0,0,52241,18,18,24,32,20.79,16,25,41,22.55,0.0534,191,180,54,210,196,83,50,85,67,17,11,9,17,30,6,6,14,10,0,0,0,0,0,0,0,0,0,37,80,0,0,1,0,0,0,68,0,0,0,0.0004,0.0,0.0,0.0,0.0293,0.0,0.0,0.0
6,2210,0.8705,0.8646,1.19,0.8887,0.9439,0.9559,0.1708,38,52,39,58,1.0784,41.87,22.3097,19.2745,0,0,0.0101,0.0101,224,0,0.1944,0.0,0,74,131,1,7,0,0,0,105633,38,39,48,60,43.82,28,44,58,31.31,0.0792,184,180,51,202,180,81,49,81,64,15,11,9,16,33,6,2,11,8,0,0,0,0,0,0,0,0,0,32,59,0,0,2,0,2194,0,58,0,2288,0,0.0009,0.0,0.9928,0.0,0.0262,0.0,1.0353,0.0
7,2054,0.8079,0.8036,1.02,0.9752,0.9917,0.975,0.0247,17,3,18,5,0.0143,25.1,7.1732,6.2688,0,0,0.0035,0.0035,105,0,0.2355,0.0,0,7,93,0,3,0,0,0,31366,13,13,17,22,14.97,12,22,31,15.85,0.02,174,173,47,193,163,71,48,81,60,6,6,6,7,6,1,5,10,5,0,0,0,0,0,0,0,0,0,18,34,0,0,0,1,0,0,13,1,14,0,0.0,0.0005,0.0,0.0,0.0063,0.0005,0.0068,0.0
8,2021,0.7946,0.7907,1.03,0.9668,0.9832,0.9612,0.0293,31,3,32,4,0.9673,26.33,9.7211,8.3989,0,0,0.0048,0.0048,114,0,0.2801,0.0,0,8,97,0,3,3,0,0,66509,28,28,33,41,33.11,0,11,41,11.7,0.0173,174,172,46,191,162,71,45,76,60,12,7,6,7,4,5,0,8,2,0,0,0,0,0,0,0,0,0,24,26,0,0,0,0,0,2016,16,0,21,1906,0.0,0.0,0.0,0.9975,0.0079,0.0,0.0104,0.9431
9,1955,0.7692,0.7649,1.05,0.956,0.9893,0.9674,0.0463,22,2,24,2,0.0379,41.89,9.7506,8.3947,0,0,0.005,0.005,108,0,0.3224,0.0,0,21,76,0,7,1,0,0,66312,28,28,36,47,33.08,22,39,52,24.27,0.0348,169,167,44,185,155,69,44,75,57,8,8,8,6,8,6,0,8,2,0,0,0,0,0,0,0,0,0,20,26,0,0,1,0,0,1,25,0,30,19,0.0005,0.0,0.0,0.0005,0.0128,0.0,0.0153,0.0097
10,1910,0.7516,0.7473,1.07,0.9293,0.9775,0.9416,0.0662,27,10,27,11,0.0605,45.91,13.2291,11.8457,0,0,0.0069,0.0069,151,0,0.3815,0.0,0,54,83,0,5,8,0,0,77552,33,33,42,54,39.95,15,33,43,18.23,0.0576,165,163,43,181,151,69,44,74,56,19,11,8,9,22,4,1,10,5,0,0,0,0,0,0,0,0,0,33,42,0,0,2,1,0,4,18,1,35,40,0.001,0.0005,0.0,0.0021,0.0094,0.0005,0.0183,0.0209
11,1840,0.7238,0.7199,1.01,0.9908,0.9962,0.9542,0.0075,28,2,28,2,0.0086,18.29,10.6199,9.9094,0,0,0.0058,0.0058,107,0,0.4233,0.0,0,3,73,0,1,2,0,0,20875,10,10,13,16,11.21,0,10,23,18.36,0.0087,158,161,43,174,141,67,43,69,52,15,8,8,8,6,1,1,6,1,0,0,0,0,0,0,0,0,0,28,21,0,0,0,3,0,0,0,4,7,2,0.0,0.0016,0.0,0.0,0.0,0.0022,0.0038,0.0011
12,1793,0.7066,0.7015,1.03,0.9782,0.9916,0.9606,0.0222,16,3,18,3,1.0301,39.51,8.5643,7.3039,0,0,0.0048,0.0048,85,0,0.4566,0.0,0,3,64,0,2,0,1,1,58393,30,30,35,43,32.35,0,24,42,14.32,0.0212,153,156,41,169,140,66,43,67,51,7,3,5,5,3,1,2,5,4,0,0,0,0,0,0,0,0,0,15,20,0,0,2,1784,0,0,9,1814,27,3,0.0011,0.995,0.0,0.0,0.005,1.0117,0.0151,0.0017
13,1757,0.6925,0.6874,1.02,0.988,0.9977,0.9686,0.0112,13,1,13,1,0.0101,20.6,4.238,3.5988,0,0,0.0024,0.0024,72,0,0.4847,0.0,0,7,58,0,1,0,0,0,28928,14,14,18,23,16.33,0,20,24,8.85,0.0131,153,153,39,167,138,63,41,65,50,5,3,6,6,5,1,0,7,4,0,0,0,0,0,0,0,0,0,13,22,0,0,1,0,0,0,4,5,4,4,0.0006,0.0,0.0,0.0,0.0023,0.0028,0.0023,0.0023
14,1734,0.6835,0.6784,1.07,0.9441,0.9873,0.9609,0.0594,17,4,18,4,0.0556,53.73,7.1521,5.9739,0,0,0.0041,0.0041,102,0,0.5246,0.0,0,33,52,0,5,2,3,0,68070,33,33,41,53,37.75,29,41,56,27.17,0.0496,149,153,39,164,136,62,41,64,51,8,9,7,5,9,5,5,3,2,0,0,0,0,0,0,0,0,0,21,24,0,0,3,3,0,1,13,30,38,10,0.0017,0.0017,0.0,0.0006,0.0075,0.0173,0.0219,0.0058
15,1695,0.6678,0.6631,1.01,0.9888,0.9982,0.7878,0.0094,133,0,135,0,0.007,30.94,149.306,2.6668,146.0867,0,0.0881,0.0881,53,1459,0.5454,0.5708,0,2,47,0,2,1,0,0,25288,13,13,15,19,14.86,8,12,17,8.69,0.0088,147,151,39,156,136,60,40,65,49,6,5,4,2,2,1,1,6,3,133,137,31,123,122,54,39,57,43,14,15,301,438,0,0,0,1,2,1,5,2,0.0,0.0,0.0,0.0006,0.0012,0.0006,0.0029,0.0012
16,1545,0.6099,0.6045,1.09,0.9282,0.9838,0.8072,0.0863,107,11,116,13,0.0632,43.68,102.4011,8.1082,92.9384,4.5667,0.0692,0.0663,112,1318,0.5892,1.0865,1,54,51,0,2,1,0,0,76250,37,38,49,63,46.43,30,48,78,35.66,0.0647,131,145,37,140,125,56,34,61,45,10,10,8,5,14,5,2,5,3,121,132,26,107,114,53,30,58,36,21,27,274,379,0,0,0,1,17,26,29,10,0.0,0.0,0.0,0.0006,0.011,0.0168,0.0188,0.0065
17,1400,0.5532,0.5477,1.02,0.9843,0.9964,0.8767,0.0141,58,1,59,1,0.0113,45.75,56.9431,4.4767,51.866,0,0.0407,0.0407,61,778,0.6131,1.3908,0,1,58,0,0,0,0,0,32181,20,20,24,32,22.72,0,24,52,22.3,0.0143,110,134,35,120,107,55,32,54,41,2,5,6,3,2,0,2,5,3,82,82,21,55,73,27,20,34,22,13,15,184,230,0,0,0,0,2,6,4,3,0.0,0.0,0.0,0.0,0.0014,0.0043,0.0029,0.0021
18,1334,0.5266,0.5219,1.04,0.958,0.9858,0.8281,0.0395,73,7,76,7,0.0587,38.49,61.7292,3.5228,57.4862,0,0.0463,0.0463,84,1066,0.6459,1.8079,0,10,63,0,2,1,1,0,48196,31,32,41,52,35.46,19,40,64,22.75,0.0367,102,130,35,111,104,54,28,53,39,6,7,5,3,3,2,2,3,3,92,112,26,76,90,41,25,47,29,17,15,224,304,0,0,1,1,8,35,20,16,0.0,0.0,0.0007,0.0007,0.006,0.0262,0.015,0.012
19,1237,0.4883,0.484,1.1,0.9224,0.9854,0.8409,0.0886,49,5,54,5,0.0474,47.75,60.4737,8.3664,51.3466,0,0.0489,0.0489,104,998,0.6866,2.1984,0,45,53,0,1,1,1,0,56906,37,38,48,60,43.37,25,41,59,29.48,0.0736,94,119,33,108,97,48,26,49,35,8,6,7,4,8,1,2,9,4,89,105,26,71,87,37,24,39,26,20,25,211,273,1,0,0,0,11,12,32,2,0.0008,0.0,0.0,0.0,0.0089,0.0097,0.0259,0.0016
20,1161,0.4585,0.4542,1.08,0.9432,0.9888,0.8188,0.0662,54,6,60,8,0.0353,53.6,51.6267,6.5817,44.2163,4.2968,0.0482,0.0445,103,909,0.7269,2.554,1,32,62,1,2,0,0,0,66648,50,50,62,77,54.34,42,59,88,40.28,0.062,90,111,33,105,91,45,25,44,32,11,10,11,7,7,0,1,6,1,84,95,23,67,82,36,20,34,25,24,18,191,250,1,0,1,0,5,6,18,4,0.0009,0.0,0.0009,0.0,0.0043,0.0052,0.0155,0.0034
21,1087,0.4296,0.4253,1.08,0.9338,0.9844,0.8421,0.0755,35,5,40,7,0.0454,47.93,44.938,6.3269,37.8158,0,0.0413,0.0413,87,829,0.761,2.8783,0,21,57,0,1,0,0,1,66830,53,54,67,85,59.24,31,53,73,32.65,0.0607,83,106,30,101,86,42,23,43,29,7,3,6,8,3,4,1,6,1,74,90,20,60,86,26,20,37,21,16,23,178,237,1,0,2,0,4,8,11,9,0.0009,0.0,0.0018,0.0,0.0037,0.0074,0.0101,0.0083
22,1035,0.4073,0.4049,1.15,0.915,0.9884,0.8475,0.1243,35,6,38,7,0.0279,41.36,45.4174,7.8465,36.2378,0,0.0439,0.0439,120,804,0.8079,3.1929,0,51,55,0,1,1,1,0,82875,67,68,85,105,74.57,29,64,89,38.49,0.0879,79,101,29,97,84,38,23,42,27,12,3,13,11,7,5,0,9,8,73,91,17,56,82,23,20,35,20,22,24,170,219,0,0,0,1,4,9,16,4,0.0,0.0,0.0,0.001,0.0039,0.0087,0.0155,0.0039
23,985,0.3877,0.3854,1.03,0.9736,0.9929,0.8436,0.0296,26,1,31,2,0.0119,39.63,33.453,2.1754,30.8829,0,0.034,0.034,66,715,0.8337,3.4726,0,10,48,0,2,0,2,0,39140,34,34,42,52,39.35,11,39,53,19.17,0.0223,73,96,29,93,81,37,23,41,22,5,2,5,6,11,1,1,5,1,57,81,20,53,73,23,20,33,17,12,18,157,215,0,1,0,0,0,4,4,4,0.0,0.001,0.0,0.0,0.0,0.0041,0.0041,0.0041
24,941,0.3713,0.3682,1.16,0.8948,0.9904,0.8788,0.13,22,3,29,5,0.0386,48.61,37.5297,5.8781,31.1779,0,0.0399,0.0399,118,714,0.8799,3.752,0,54,52,0,5,0,0,0,51398,41,42,52,66,49.3,30,49,64,33.51,0.1116,69,91,24,88,79,36,22,40,22,10,24,5,4,7,6,1,8,5,60,85,17,51,73,22,17,31,16,22,23,149,192,4,0,0,0,5,7,6,1,0.0043,0.0,0.0,0.0,0.0053,0.0074,0.0064,0.0011
25,905,0.356,0.3541,2.4,0.5282,0.8243,0.8713,0.6059,15,88,17,115,0.5051,50.24,114.8608,59.5638,53.3014,0,0.1269,0.1269,698,1215,1.153,4.2273,0,578,47,3,6,8,12,4,261870,120,171,229,302,195.55,84,130,186,86.5,0.4122,66,89,23,86,75,36,22,35,22,85,86,44,33,92,44,25,33,13,116,115,26,83,176,49,39,31,18,62,75,141,192,5,7,2,5,72,77,204,70,0.0055,0.0077,0.0022,0.0055,0.0796,0.0851,0.2254,0.0773
26,728,0.2876,0.2848,1.09,0.9258,0.9876,0.8971,0.0831,11,4,12,5,0.0101,47.08,19.1243,3.493,15.2636,0,0.0263,0.0263,77,555,1.1831,4.4444,0,37,38,0,1,0,0,0,61855,74,76,96,117,82.32,31,50,74,34.12,0.0714,47,71,20,75,61,31,20,31,16,9,5,2,4,4,6,1,10,0,38,62,15,46,54,18,18,27,11,14,19,115,167,1,0,0,0,1,0,5,1,0.0014,0.0,0.0,0.0,0.0014,0.0,0.0069,0.0014
27,705,0.279,0.2758,1.02,0.9887,0.9972,0.909,0.0153,10,1,11,2,0.0014,29.91,14.2891,0.7677,13.3848,0,0.0203,0.0203,38,483,1.198,4.6334,0,0,35,0,1,0,0,0,19378,25,25,30,37,27.05,4,19,44,23.36,0.0142,44,69,20,72,60,31,18,28,14,2,3,2,0,2,1,1,3,0,35,54,14,45,50,18,17,19,8,7,7,103,156,1,0,0,0,1,0,0,0,0.0014,0.0,0.0,0.0,0.0014,0.0,0.0,0.0
28,690,0.2735,0.27,1.08,0.9536,0.9928,0.9051,0.066,12,1,12,2,0.0217,50.29,14.2747,1.4388,12.5899,0,0.0207,0.0207,53,503,1.2187,4.8302,0,18,32,0,0,1,0,0,46399,58,59,75,95,65.42,14,43,74,25.65,0.0493,43,67,20,72,58,31,18,28,14,5,3,2,5,4,3,2,4,0,35,56,13,45,51,16,18,24,9,9,16,103,156,0,0,0,0,2,4,5,4,0.0,0.0,0.0,0.0,0.0029,0.0058,0.0072,0.0058
29,675,0.2664,0.2641,1.05,0.9659,0.9985,0.9154,0.034,5,0,6,0,0.0171,35.17,13.2778,1.8198,11.2929,0,0.0197,0.0197,50,475,1.2383,5.016,0,9,38,0,1,0,0,0,31447,38,38,48,64,45.48,0,38,47,23.71,0.0385,41,67,19,71,56,31,17,28,14,3,4,3,2,5,1,1,5,1,34,53,12,45,47,20,16,20,9,8,13,98,156,1,0,0,0,1,11,0,0,0.0015,0.0,0.0,0.0,0.0015,0.0163,0.0,0.0
30,666,0.2633,0.2606,1.25,0.8288,0.988,0.8359,0.2041,13,2,14,2,0.0555,49.8,17.4507,4.8849,12.1608,0,0.0262,0.0262,129,534,1.2887,5.225,0,79,38,0,0,0,4,1,81756,90,97,127,156,108.45,50,79,104,60.51,0.1637,40,66,18,69,55,31,17,28,14,12,11,4,13,11,15,2,6,3,28,60,13,50,54,15,19,23,9,18,30,94,149,0,3,1,0,4,14,20,3,0.0,0.0045,0.0015,0.0,0.006,0.021,0.03,0.0045
31,639,0.2535,0.25,1.04,0.964,0.9922,0.8927,0.033,8,1,10,1,0.0468,42.27,13.5941,1.2293,12.1442,0,0.0213,0.0213,53,440,1.3095,5.3971,0,9,37,0,0,0,1,0,34259,42,42,52,66,52.41,32,48,54,30.32,0.0391,37,66,15,68,53,30,16,27,14,4,5,2,5,3,7,1,2,0,30,56,11,40,46,16,15,19,9,11,15,95,143,0,1,0,0,0,1,9,0,0.0,0.0016,0.0,0.0,0.0,0.0016,0.0141,0.0
32,626,0.248,0.2449,1.03,0.9824,0.9968,0.9119,0.0187,7,1,9,1,0.0109,35.92,12.2975,0.7943,11.3397,0,0.0196,0.0196,32,447,1.322,5.572,0,1,30,0,0,0,0,0,26973,38,38,47,58,42.56,18,26,48,20.67,0.0224,37,65,12,67,52,30,16,26,14,2,2,2,3,0,2,0,2,0,32,55,10,39,50,17,16,22,8,6,7,97,151,0,0,0,0,2,0,1,1,0.0,0.0,0.0,0.0,0.0032,0.0,0.0016,0.0016
33,614,0.2441,0.2402,1.04,0.9707,0.9967,0.8922,0.0283,11,0,12,0,0.0141,42.94,10.908,1.1253,9.627,0,0.0178,0.0178,46,425,1.34,5.7383,0,13,30,0,0,0,0,1,25328,36,36,46,58,40.13,6,29,96,22.56,0.0326,36,63,11,65,50,29,16,26,14,5,4,2,4,2,5,0,3,1,29,52,10,38,42,14,16,20,8,11,12,90,137,0,0,1,0,0,3,2,3,0.0,0.0,0.0016,0.0,0.0,0.0049,0.0033,0.0049
34,601,0.2387,0.2351,1.04,0.985,0.9967,0.9082,0.0224,9,0,12,0,0.0016,25.43,10.4818,0.8661,9.4863,0,0.0174,0.0174,39,421,1.3552,5.903,0,5,32,0,0,0,0,0,23219,35,35,44,54,37.79,12,30,46,17.14,0.02,36,63,11,63,47,29,15,25,14,4,2,2,3,2,2,0,4,0,29,48,9,38,42,18,14,21,9,8,10,86,139,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0
35,589,0.2336,0.2304,1.27,0.8234,0.9779,0.8559,0.2038,12,8,16,9,0.0541,52.51,13.8608,2.8273,10.7611,0,0.0235,0.0235,117,442,1.401,6.0759,0,81,30,0,0,0,0,3,57779,72,76,99,119,84.38,46,73,98,54.26,0.1732,36,60,12,62,47,27,14,25,14,11,4,2,11,23,5,7,6,4,31,51,8,37,41,22,15,21,8,15,32,82,124,0,0,3,0,7,8,20,4,0.0,0.0,0.0051,0.0,0.0119,0.0136,0.034,0.0068
36,562,0.223,0.2199,1.19,0.8861,0.9911,0.8959,0.1465,6,1,9,1,0.0286,59.14,15.0685,3.3137,11.3997,0,0.0268,0.0268,75,415,1.4304,6.2383,0,49,23,0,1,0,0,0,40594,54,55,73,95,63.38,46,65,80,47.5,0.1139,33,58,12,63,46,27,12,24,14,14,3,4,4,5,10,2,2,2,26,51,10,38,41,24,8,23,6,15,15,78,123,1,0,0,0,2,1,5,2,0.0018,0.0,0.0,0.0,0.0036,0.0018,0.0089,0.0036
37,550,0.2175,0.2152,1.04,0.9691,0.9982,0.8962,0.0279,6,0,8,0,0.007,42.19,10.3365,0.9614,9.1688,0,0.0188,0.0188,38,373,1.4452,6.3842,0,8,29,0,0,0,1,0,24984,40,40,51,66,44.13,12,41,68,28,0.0345,34,57,12,63,46,27,11,23,13,5,2,3,4,2,1,0,2,0,26,47,8,33,41,16,11,19,6,9,9,80,124,0,1,0,0,0,1,3,0,0.0,0.0018,0.0,0.0,0.0,0.0018,0.0055,0.0
38,539,0.214,0.2109,1.06,0.9518,0.9926,0.9084,0.0453,4,0,9,1,0.0088,55.42,11.253,2.5372,8.5287,0,0.0209,0.0209,36,369,1.4593,6.5286,0,10,24,0,0,0,1,0,36280,57,57,71,88,64.43,44,71,94,44.73,0.0482,34,57,12,62,43,26,9,23,13,5,6,2,3,2,0,1,2,0,26,47,8,36,35,13,7,17,7,12,8,80,114,0,1,0,0,0,1,2,1,0.0,0.0019,0.0,0.0,0.0,0.0019,0.0037,0.0019
39,530,0.2097,0.2074,1.08,0.9396,0.9887,0.9008,0.0697,7,0,9,0,0.0087,36.42,9.1024,0.8952,8.0358,0,0.0172,0.0172,46,365,1.4773,6.6714,0,19,26,0,0,1,0,0,38270,56,57,72,88,69.16,27,52,71,36.88,0.0566,34,56,12,61,44,24,9,23,13,4,2,2,6,7,4,1,2,0,28,47,9,31,36,14,9,19,6,7,16,81,113,0,0,0,0,1,0,2,1,0.0,0.0,0.0,0.0,0.0019,0.0,0.0038,0.0019
40,522,0.2054,0.2042,2.84,0.4866,0.8736,0.875,0.6599,12,41,15,60,0.2985,58.94,48.6958,22.8892,24.5649,0,0.0933,0.0933,591,790,1.7085,6.9804,0,515,22,7,2,1,9,2,191408,126,175,236,311,197.01,96,153,211,101.24,0.5057,34,55,11,61,41,24,9,23,14,74,34,7,40,87,45,16,20,4,45,70,26,47,116,33,16,33,15,41,71,77,109,1,6,4,0,24,31,96,19,0.0019,0.0115,0.0077,0.0,0.046,0.0594,0.1839,0.0364
41,440,0.1733,0.1721,1.95,0.6409,0.9227,0.8842,0.4901,3,19,3,26,0.2188,54.83,13.8327,4.8537,8.6442,0,0.0314,0.0314,249,462,1.8059,7.1612,0,199,20,3,5,4,7,3,97361,102,124,165,220,141.79,70,106,149,89.81,0.3545,25,49,10,57,35,19,9,19,13,23,16,6,20,37,23,14,11,2,18,60,11,35,56,13,27,27,11,27,42,65,100,5,4,3,3,21,21,52,19,0.0114,0.0091,0.0068,0.0068,0.0477,0.0477,0.1182,0.0432
42,401,0.1588,0.1569,1.28,0.8304,0.9776,0.898,0.2183,3,1,5,5,0.1065,49.7,9.0605,2.3595,6.4683,0,0.0226,0.0226,126,327,1.8552,7.2891,0,88,21,4,1,1,4,2,67931,109,118,157,198,153.53,64,107,133,65.04,0.1571,23,49,10,50,31,18,6,19,10,10,3,3,9,16,14,0,4,0,19,45,7,30,38,9,6,21,6,10,23,70,90,1,3,2,1,8,7,19,5,0.0025,0.0075,0.005,0.0025,0.02,0.0175,0.0474,0.0125
43,386,0.1541,0.151,1.38,0.7565,0.9793,0.8942,0.2707,5,0,5,3,0.038,69.0,8.7518,2.4037,6.1244,0,0.0227,0.0227,118,332,1.9014,7.419,0,96,16,1,3,0,1,1,60639,109,120,159,202,131.37,76,108,137,71.69,0.2383,22,49,10,46,29,17,6,18,9,11,15,4,9,6,7,0,6,4,18,49,9,34,32,8,6,15,7,17,22,60,80,3,1,1,0,5,5,9,0,0.0078,0.0026,0.0026,0.0,0.013,0.013,0.0233,0.0
44,379,0.1495,0.1483,6.03,0.1609,0.533,0.8762,0.863,2,96,3,157,1.4602,33.02,64.4812,40.8644,21.4907,0,0.1701,0.1701,1576,1048,2.518,7.829,0,1232,20,23,68,23,117,15,396588,89,572,756,940,633,68,194,370,132.81,0.7704,21,49,10,43,28,19,6,18,10,137,143,34,182,157,72,14,45,34,43,93,27,151,133,54,13,73,29,54,77,53,93,58,108,23,21,157,190,294,85,0.153,0.285,0.0607,0.0554,0.4142,0.5013,0.7757,0.2243
45,200,0.0794,0.0782,1.06,0.96,0.995,0.9045,0.061,3,0,3,0,0.0187,32.54,3.2872,0.5834,2.6325,0,0.0164,0.0164,27,145,2.5286,7.8858,0,7,20,0,0,0,0,0,20405,89,90,112,146,98.68,33,73,97,43.85,0.045,12,31,6,22,10,8,4,13,6,3,4,2,3,3,2,0,2,1,8,26,4,12,8,6,4,10,6,9,10,38,46,0,1,0,0,0,1,1,2,0.0,0.005,0.0,0.0,0.0,0.005,0.005,0.01
46,196,0.0779,0.0767,1.01,0.9898,0.9949,0.9436,0.0051,0,0,0,0,0.0,0.0,2.7745,0.2656,2.4796,0,0.0142,0.0142,15,140,2.5344,7.9405,0,0,15,0,0,0,0,0,5653,27,27,33,38,28.99,0,0,0,0,0.0051,12,31,6,20,10,8,4,12,6,1,2,2,2,1,1,0,1,0,9,27,3,10,8,6,3,11,5,5,5,39,43,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,196,0.0779,0.0767,1.14,0.9031,0.9898,0.9175,0.1071,1,0,1,0,0.1749,66.46,8.1342,4.6246,3.4016,0,0.0415,0.0415,77,147,2.5646,7.998,0,42,17,0,6,2,4,3,32494,136,142,183,239,153.42,78,118,163,81.83,0.102,12,31,6,20,10,8,4,12,6,8,8,11,5,6,4,1,1,1,7,29,4,12,8,5,3,10,5,11,14,36,41,6,4,4,2,7,7,14,5,0.0306,0.0204,0.0204,0.0102,0.0357,0.0357,0.0714,0.0255
48,193,0.0767,0.0755,1.27,0.8446,0.9845,0.9211,0.1748,0,0,0,0,0.0864,46.63,4.1714,0.7946,3.2849,0,0.0216,0.0216,81,163,2.5962,8.0618,0,51,16,1,0,1,8,2,34637,134,143,189,232,156.96,62,112,153,75.47,0.1503,12,31,6,20,10,8,4,12,6,7,6,5,6,10,13,1,3,1,8,30,4,17,9,5,4,12,4,9,15,39,42,0,6,2,1,1,9,6,1,0.0,0.0311,0.0104,0.0052,0.0052,0.0466,0.0311,0.0052
49,190,0.0755,0.0743,1.39,0.7579,0.9579,0.8791,0.2917,0,3,2,5,0.1303,47.42,5.5306,2.1394,3.2213,0,0.0291,0.0291,141,151,2.6514,8.1209,0,101,13,0,7,1,8,4,50937,196,216,289,356,240.85,37,156,249,85.99,0.2316,11,31,6,20,10,8,4,12,6,13,6,11,5,12,21,4,5,6,7,31,4,16,11,8,3,11,5,13,21,35,44,4,6,4,1,6,7,10,1,0.0211,0.0316,0.0211,0.0053,0.0316,0.0368,0.0526,0.0053
50,179,0.072,0.07,1.23,0.838,0.9721,0.8563,0.1909,4,3,6,3,0.0463,42.5,3.2019,1.2257,1.8508,0,0.0179,0.0179,95,127,2.6886,8.1706,0,69,17,2,0,0,5,1,36691,158,173,223,303,195.01,42,126,190,65.71,0.1453,11,30,5,20,10,8,4,12,6,9,12,4,7,12,3,4,4,4,9,25,4,10,9,5,3,9,5,11,18,34,38,0,5,0,0,0,6,1,0,0.0,0.0279,0.0,0.0,0.0,0.0335,0.0056,0.0
51,168,0.0681,0.0657,1.23,0.8155,0.9881,0.8675,0.1893,1,1,1,1,0.3883,34.72,3.3043,1.0416,2.0792,0,0.0197,0.0197,85,127,2.7218,8.2203,0,36,15,0,12,6,13,2,46606,189,207,264,384,251.69,110,169,336,117.26,0.1845,9,27,5,18,10,7,3,11,6,3,11,8,3,11,9,1,4,3,8,23,5,10,8,5,1,11,5,12,16,30,38,11,13,3,6,15,22,21,10,0.0655,0.0774,0.0179,0.0357,0.0893,0.131,0.125,0.0595
52,165,0.0669,0.0646,1.07,0.9455,1.0,0.9333,0.0678,0,0,1,0,0.0113,51.33,2.5166,0.7441,1.7175,0,0.0153,0.0153,32,117,2.7344,8.266,0,14,17,0,0,0,1,0,21775,107,110,133,167,127.43,83,93,94,62.42,0.0545,8,24,6,18,10,7,3,11,6,4,1,2,0,4,5,1,1,1,7,20,4,10,8,3,1,11,4,5,9,31,35,0,1,0,0,0,2,0,0,0.0,0.0061,0.0,0.0,0.0,0.0121,0.0,0.0
